vendor_name_key,vendor_name,variant_count,vendor_name_display,merge_confidence,merge_notes,variants_pipe
foreseeson evse technology,['Foreseeson EVSE Technology'],1,,,,Foreseeson EVSE Technology
peak insulation,['Peak Insulation Ltd.'],1,,,,Peak Insulation Ltd.
fortis bc,['Fortis BC'],1,,,,Fortis BC
solenis,['Solenis LLC'],1,,,,Solenis LLC
francl architecture,['Francl Architecture Inc.'],1,,,,Francl Architecture Inc.
performance spray insulation,['Performance Spray Insulation Ltd.'],1,,,,Performance Spray Insulation Ltd.
fraser delta group,['Fraser Delta Group'],1,,,,Fraser Delta Group
renewal constructions,['Renewal Constructions Inc.'],1,,,,Renewal Constructions Inc.
fraser river pile dredge gp,['Fraser River Pile & Dredge (GP) Inc.'],1,,,,Fraser River Pile & Dredge (GP) Inc.
petramala,['Petramala'],1,,,,Petramala
frb,['FRB'],1,,,,FRB
the neutral zone coaching,['The neutral zone coaching'],1,,,,The neutral zone coaching
fuller tree service,['Fuller Tree Service'],1,,,,Fuller Tree Service
ph5 architecture,['PH5 Architecture Inc.'],1,,,,PH5 Architecture Inc.
gal power systems,['GAL Power Systems'],1,,,,GAL Power Systems
winvan paving,['Winvan Paving Ltd.'],1,,,,Winvan Paving Ltd.
garda canada security,['GARDA CANADA SECURITY CORPORATION'],1,,,,GARDA CANADA SECURITY CORPORATION
phoenix roof consultants,['Phoenix Roof Consultants'],1,,,,Phoenix Roof Consultants
gb paving,['GB Paving'],1,,,,GB Paving
southpaw learning plan,['Southpaw Learning Plan'],1,,,,Southpaw Learning Plan
gear equipment,['GEAR EQUIPMENT INC.'],1,,,,GEAR EQUIPMENT INC.
picarro,['Picarro Inc.'],1,,,,Picarro Inc.
pinecrest hedge tree care,['Pinecrest Hedge & Tree Care Ltd.'],1,,,,Pinecrest Hedge & Tree Care Ltd.
lhoist north america of canada in,['LHOIST NORTH AMERICA OF CANADA IN'],1,,,,LHOIST NORTH AMERICA OF CANADA IN
geoadvice engineering,['GeoAdvice Engineering Inc.'],1,,,,GeoAdvice Engineering Inc.
the students commission of canada,['The Students Commission of Canada'],1,,,,The Students Commission of Canada
george bubas motors,['GEORGE BUBAS MOTORS LTD'],1,,,,GEORGE BUBAS MOTORS LTD
wt leung architects,['WT Leung Architects Inc.'],1,,,,WT Leung Architects Inc.
gerin seismic design,['Gerin Seismic Design Inc.'],1,,,,Gerin Seismic Design Inc.
pipeline inspection and condition analysis pica,['Pipeline Inspection and Condition Analysis Corp. (PICA)'],1,,,,Pipeline Inspection and Condition Analysis Corp. (PICA)
pitchbook data,"['PitchBook Data, Inc']",1,,,,"PitchBook Data, Inc"
veolia water canada,['Veolia Water Canada Inc.'],1,,,,Veolia Water Canada Inc.
the taligens group,['The Taligens Group'],1,,,,The Taligens Group
waste mangement canada,['Waste Mangement Canada'],1,Waste Management Canada,PROMOTED,Display spelling corrected for public-facing label; raw source spelling retained.,Waste Mangement Canada
gibbs,['Gibbs'],1,,,,Gibbs
absolute roof solutions,['Absolute Roof Solutions Inc.'],1,,,,Absolute Roof Solutions Inc.
plus company,['Plus Company'],1,,,,Plus Company
spencer mcdonald associates,['SPENCER MCDONALD & ASSOCIATES INC'],1,,,,SPENCER MCDONALD & ASSOCIATES INC
global public affairs,['Global Public Affairs'],1,,,,Global Public Affairs
b b heavy civil construction,['B&B Heavy Civil Construction Ltd.'],1,,,,B&B Heavy Civil Construction Ltd.
gm blueplan engineering,['GM BluePlan Engineering Limited'],1,,,,GM BluePlan Engineering Limited
pma project controls canada,['PMA Project Controls Canada ULC'],1,,,,PMA Project Controls Canada ULC
golden globe construction,['Golden Globe Construction Limited'],1,,,,Golden Globe Construction Limited
sperling hansen associates,['Sperling Hansen Associates'],1,,,,Sperling Hansen Associates
gordon crane hoist,['GORDON CRANE & HOIST INC.'],1,,,,GORDON CRANE & HOIST INC.
spi health and safety,['SPI HEALTH AND SAFETY INC.'],1,,,,SPI HEALTH AND SAFETY INC.
graham infrastructure,['Graham Infrastructure LP'],1,,,,Graham Infrastructure LP
aero geometrics,['Aero Geometrics Ltd.'],1,,,,Aero Geometrics Ltd.
gravity construction,['Gravity Construction Inc.'],1,,,,Gravity Construction Inc.
sprucewod construction,['Sprucewod Construction Ltd.'],1,,,,Sprucewod Construction Ltd.
great pacific consulting,['Great Pacific Consulting Ltd.'],1,,,,Great Pacific Consulting Ltd.
vancouver sand and gravel,['VANCOUVER SAND AND GRAVEL INC.'],1,,,,VANCOUVER SAND AND GRAVEL INC.
greatpacific consutling,['GreatPacific Consutling Ltd'],1,,,,GreatPacific Consutling Ltd
poschner construction 88,['Poschner Construction (88) Ltd.'],1,,,,Poschner Construction (88) Ltd.
green pi,['Green PI Inc.'],1,,,,Green PI Inc.
astra zeidan,['Astra Zeidan Inc.'],1,,,,Astra Zeidan Inc.
grm,['GRM'],1,,,,GRM
potentialize consulting,['Potentialize Consulting Inc.'],1,,,,Potentialize Consulting Inc.
grt environmental services canada,['GRT Environmental Services (Canada) Ltd.'],1,,,,GRT Environmental Services (Canada) Ltd.
west york developments,['West York Developments Ltd.'],1,,,,West York Developments Ltd.
gsb executive education,['GSB Executive Education Inc.'],1,,,,GSB Executive Education Inc.
pra,['PRA Inc.'],1,,,,PRA Inc.
prairie coast equipment,['Prairie Coast Equipment Inc.'],1,,,,Prairie Coast Equipment Inc.
2020 creative,['2020 Creative'],1,,,,2020 Creative
handlers equipment,['Handlers Equipment Ltd.'],1,,,,Handlers Equipment Ltd.
price waterhouse,['Price Waterhouse'],1,,,,Price Waterhouse
hapa landscape architecture,['Hapa Landscape Architecture'],1,,,,Hapa Landscape Architecture
sr engineering,['SR Engineering Ltd.'],1,,,,SR Engineering Ltd.
harbour international trucks,['Harbour International Trucks Ltd.'],1,,,,Harbour International Trucks Ltd.
ssi shredding systems,"['SSI Shredding Systems, Inc.']",1,,,,"SSI Shredding Systems, Inc."
hatfield consultants,['Hatfield Consultants LLP'],1,,,,Hatfield Consultants LLP
lgl,['LGL Limited'],1,,,,LGL Limited
prime boiler services,['Prime Boiler Services Ltd.'],1,,,,Prime Boiler Services Ltd.
tip top carpets,['Tip Top Carpets Ltd'],1,,,,Tip Top Carpets Ltd
heatherbrae,['Heatherbrae'],1,,,,Heatherbrae
leavitt machinery canada,['LEAVITT MACHINERY CANADA INC.'],1,,,,LEAVITT MACHINERY CANADA INC.
heatherbrae construction,['HEATHERBRAE CONSTRUCTION CO. LTD.'],1,,,,HEATHERBRAE CONSTRUCTION CO. LTD.
prismatic data solutions,['PRISMATIC DATA SOLUTIONS INC.'],1,,,,PRISMATIC DATA SOLUTIONS INC.
hhi services,['HHI Services Ltd.'],1,,,,HHI Services Ltd.
asi group dba asi marine,['ASI Group Ltd. dba ASI Marine'],1,,,,ASI Group Ltd. dba ASI Marine
hilson construction,['Hilson Construction Ltd.'],1,,,,Hilson Construction Ltd.
procore procore,['Procore (Procore)'],1,,,,Procore (Procore)
hoisting,['Hoisting Ltd.'],1,,,,Hoisting Ltd.
tiree facility solutions,['Tiree Facility Solutions Inc.'],1,,,,Tiree Facility Solutions Inc.
holly suggitt partnering with ruth mcdougall,['Holly Suggitt partnering with Ruth McDougall'],1,,,,Holly Suggitt partnering with Ruth McDougall
project management centre of excellence,['Project Management Centre of Excellence'],1,,,,Project Management Centre of Excellence
horizon recruitment,['Horizon Recruitment Inc.'],1,,,,Horizon Recruitment Inc.
roberds excavating 1991,['ROBERDS EXCAVATING (1991) LTD.'],1,,,,ROBERDS EXCAVATING (1991) LTD.
horton cbi,['Horton CBI Ltd.'],1,,,,Horton CBI Ltd.
abl energy and marine consultants canada,['ABL Energy and Marine Consultants Canada Ltd.'],1,,,,ABL Energy and Marine Consultants Canada Ltd.
howard wilson construction,['Howard Wilson Construction Ltd.'],1,,,,Howard Wilson Construction Ltd.
xquisit communications,['Xquisit Communications'],1,,,,Xquisit Communications
hudson optimization consulting,['Hudson Optimization Consulting'],1,,,,Hudson Optimization Consulting
purafil,"['Purafil, Inc.']",1,,,,"Purafil, Inc."
ia financial group,['iA Financial Group'],1,,,,iA Financial Group
zeidler architecture,['Zeidler Architecture'],1,,,,Zeidler Architecture
iconix waterworks,['Iconix Waterworks LP'],1,,,,Iconix Waterworks LP
pureworld solutions,['PUREWORLD SOLUTIONS INC.'],1,,,,PUREWORLD SOLUTIONS INC.
ideal welders,['Ideal Welders Ltd.'],1,,,,Ideal Welders Ltd.
torus talent consultants,['TORUS TALENT CONSULTANTS LTD'],1,,,,TORUS TALENT CONSULTANTS LTD
ignite alliance dba ignite technology,['Ignite Alliance Corp. dba Ignite Technology'],1,,,,Ignite Alliance Corp. dba Ignite Technology
qca systems,['QCA Systems Ltd.'],1,,,,QCA Systems Ltd.
imperial parking,['IMPERIAL PARKING LIMITED'],1,,,,IMPERIAL PARKING LIMITED
rollins machinery,['Rollins Machinery Ltd.'],1,,,,Rollins Machinery Ltd.
in tech risk management,['In Tech Risk Management Inc.'],1,,,,In Tech Risk Management Inc.
quadra utility locating,['Quadra Utility Locating Ltd.'],1,,,,Quadra Utility Locating Ltd.
indigo parc canada indigo park canada,['INDIGO PARC CANADA / INDIGO PARK CANADA INC.'],1,,,,INDIGO PARC CANADA / INDIGO PARK CANADA INC.
stephenson engineering,['Stephenson Engineering Limited'],1,,,,Stephenson Engineering Limited
industrial alliance insurance financial services,['Industrial Alliance Insurance & Financial Services Inc.'],1,,,,Industrial Alliance Insurance & Financial Services Inc.
quant landscaping,['Quant Landscaping'],1,,,,Quant Landscaping
inform energy solutions,['Inform Energy Solutions Corporation'],1,,,,Inform Energy Solutions Corporation
rjs construction,['RJS Construction Ltd.'],1,,,,RJS Construction Ltd.
quantum industrial solutions,['Quantum Industrial Solutions'],1,,,,Quantum Industrial Solutions
sterling fleet outfitters,['Sterling Fleet Outfitters'],1,,,,Sterling Fleet Outfitters
insynch engineering,['InSynch Engineering'],1,,,,InSynch Engineering
vasto builders,['Vasto Builders Inc'],1,,,,Vasto Builders Inc
integricorr company,['Integricorr Company Limited'],1,,,,Integricorr Company Limited
quatalyst research group,['Quatalyst Research Group'],1,,,,Quatalyst Research Group
quattro constructors,['Quattro Constructors'],1,,,,Quattro Constructors
arms manufacturing,['A.R.M.S. Manufacturing Ltd.'],1,,,,A.R.M.S. Manufacturing Ltd.
intertek inform,['Intertek Inform'],1,,,,Intertek Inform
raelkon teams,['Raelkon Teams'],1,,,,Raelkon Teams
invent environmental technologies,"['Invent Environmental Technologies, Inc.']",1,,,,"Invent Environmental Technologies, Inc."
stormtec water management,['Stormtec Water Management Inc.'],1,,,,Stormtec Water Management Inc.
ion design,['Ion Design Inc.'],1,,,,Ion Design Inc.
raincoast conservation foundation,['Raincoast Conservation Foundation'],1,,,,Raincoast Conservation Foundation
irc building sciences,['IRC Building Sciences'],1,,,,IRC Building Sciences
westburne a division of rexel canada electrical,"['WESTBURNE, A DIVISION OF REXEL CANADA ELECTRICAL INC.']",1,,,,"WESTBURNE, A DIVISION OF REXEL CANADA ELECTRICAL INC."
iredale architecture,['Iredale Architecture'],1,,,,Iredale Architecture
woodplc,['Woodplc'],1,,,,Woodplc
strategy,['Strategy Corp'],1,,,,Strategy Corp
agility pr solutions,['Agility PR Solutions Ltd.'],1,,,,Agility PR Solutions Ltd.
itblueprint solutions,['ITBlueprint Solutions Inc.'],1,,,,ITBlueprint Solutions Inc.
randstad interim,['Randstad Interim Inc.'],1,,,,Randstad Interim Inc.
stratice consulting,['Stratice Consulting Inc.'],1,,,,Stratice Consulting Inc.
lead with intention,['Lead with Intention Inc.'],1,,,,Lead with Intention Inc.
rc strategies,['RC Strategies Inc.'],1,,,,RC Strategies Inc.
laura bamsey consulting,['Laura Bamsey Consulting'],1,,,,Laura Bamsey Consulting
aqua aerobic systems cdn,['AQUA-AEROBIC SYSTEMS INC. (CDN$)'],1,,,,AQUA-AEROBIC SYSTEMS INC. (CDN$)
wilco civil,['Wilco Civil Inc.'],1,,,,Wilco Civil Inc.
jb consulting 14407393 canada,['JB Consulting (14407393 Canada Ltd.)'],1,,,,JB Consulting (14407393 Canada Ltd.)
streamline fencing,['Streamline Fencing Ltd.'],1,,,,Streamline Fencing Ltd.
jennifer davies consulting,['Jennifer Davies Consulting Ltd.'],1,,,,Jennifer Davies Consulting Ltd.
arboriculture canada training education,['ARBORICULTURE CANADA TRAINING & Education LTD.'],1,,,,ARBORICULTURE CANADA TRAINING & Education LTD.
jewel welding fabrication and coating,['JEWEL WELDING FABRICATION AND COATING LTD.'],1,,,,JEWEL WELDING FABRICATION AND COATING LTD.
vdz a consulting,['VDZ+A Consulting Inc.'],1,,,,VDZ+A Consulting Inc.
jjk developments,['J.J.K Developments Inc.'],1,,,,J.J.K Developments Inc.
trillium pumps usa,"['Trillium Pumps USA, Inc.']",1,,,,"Trillium Pumps USA, Inc."
jjm constructors,['JJM Constructors Ltd.'],1,,,,JJM Constructors Ltd.
recruitment canada,['RECRUITMENT CANADA INC.'],1,,,,RECRUITMENT CANADA INC.
jones lang lasalle real estate services,"['Jones Lang LaSalle Real Estate Services, Inc.']",1,,,,"Jones Lang LaSalle Real Estate Services, Inc."
turner and townsend canada,['Turner and Townsend Canada Inc.'],1,,,,Turner and Townsend Canada Inc.
just concrete coring,['Just Concrete Coring'],1,,,,Just Concrete Coring
trillium advisory group,['Trillium Advisory Group ULC'],1,,,,Trillium Advisory Group ULC
acciona wastewater solutions,['Acciona Wastewater Solutions LP'],1,,,,Acciona Wastewater Solutions LP
aplin martin consultants,['Aplin & Martin Consultants Ltd.'],1,,,,Aplin & Martin Consultants Ltd.
12489171 canada,['12489171 Canada Inc'],1,,,,12489171 Canada Inc
worley parsons canada,['Worley Parsons Canada'],1,,,,Worley Parsons Canada
669251 alberta,['669251 Alberta Ltd'],1,,,,669251 Alberta Ltd
tundra process solutions,['Tundra Process Solutions Ltd.'],1,,,,Tundra Process Solutions Ltd.
a a testing,['A&A Testing Ltd'],1,,,,A&A Testing Ltd
williams machinery,['WILLIAMS MACHINERY LP.'],1,,,,WILLIAMS MACHINERY LP.
renew crew foundation,['Renew Crew Foundation'],1,,,,Renew Crew Foundation
air tech enterprises,['AIR TECH ENTERPRISES LTD.'],1,,,,AIR TECH ENTERPRISES LTD.
abb canada,['ABB Canada'],1,,,,ABB Canada
10059455 canada,['10059455 Canada Inc.'],1,,,,10059455 Canada Inc.
yulu public relations,['Yulu Public Relations'],1,,,,Yulu Public Relations
leading epc consultants,['Leading EPC Consultants Inc.'],1,,,,Leading EPC Consultants Inc.
trilobite consulting,['Trilobite Consulting Limited'],1,,,,Trilobite Consulting Limited
lakes environment consultants,['Lakes Environment Consultants Inc.'],1,,,,Lakes Environment Consultants Inc.
admiral live group,['Admiral Live Group'],1,,,,Admiral Live Group
american process group,['American Process Group Ltd.'],1,,,,American Process Group Ltd.
advanced subsea services,['Advanced Subsea Services Ltd.'],1,,,,Advanced Subsea Services Ltd.
kwela leadership,['Kwela Leadership'],1,,,,Kwela Leadership
ae com canada,['AE COM Canada'],1,,,,AE COM Canada
veoci,['Veoci'],1,,,,Veoci
aecom canada aecom,['Aecom Canada Ltd. (AECOM)'],1,,,,Aecom Canada Ltd. (AECOM)
als canada dba als environmental,['ALS Canada Ltd. (dba: ALS Environmental)'],1,,,,ALS Canada Ltd. (dba: ALS Environmental)
aeroquest mapcon,['Aeroquest Mapcon Inc.'],1,,,,Aeroquest Mapcon Inc.
lafarge canada,['Lafarge Canada Inc.'],1,,,,Lafarge Canada Inc.
kleanza consulting,['Kleanza Consulting Ltd'],1,,,,Kleanza Consulting Ltd
alphasense,"['AlphaSense, Inc.']",1,,,,"AlphaSense, Inc."
aig insurance company of canada,['AIG Insurance Company of Canada'],1,,,,AIG Insurance Company of Canada
amrize canada,['AMRIZE CANADA INC'],1,,,,AMRIZE CANADA INC
aker solutions canada,['Aker Solutions Canada Inc.'],1,,,,Aker Solutions Canada Inc.
kpmg kahua,['KPMG (Kahua)'],1,,,,KPMG (Kahua)
all round home improvements and restorations,['All Round Home Improvements and Restorations Ltd.'],1,,,,All Round Home Improvements and Restorations Ltd.
kontzamanis graumann smith macmillan,['Kontzamanis Graumann Smith MacMillan Inc.'],1,,,,Kontzamanis Graumann Smith MacMillan Inc.
alma plumbing heating,['ALMA PLUMBING & HEATING LTD.'],1,,,,ALMA PLUMBING & HEATING LTD.
l42 solutions,['L42 Solutions Ltd.'],1,,,,L42 Solutions Ltd.
altas apex roofing bc,['Altas-Apex Roofing (BC) Inc'],1,,,,Altas-Apex Roofing (BC) Inc
alice johanne pagonis,['Alice Johanne Pagonis'],1,,,,Alice Johanne Pagonis
alwynds property management real estate services,['Alwynds Property Management & Real Estate Services Ltd.'],1,,,,Alwynds Property Management & Real Estate Services Ltd.
lambourne environmental,['Lambourne Environmental Ltd.'],1,,,,Lambourne Environmental Ltd.
amtg consulting,['AMTG Consulting Ltd.'],1,,,,AMTG Consulting Ltd.
kloudified internet services,['KLOUDIFIED INTERNET SERVICES INC.'],1,,,,KLOUDIFIED INTERNET SERVICES INC.
angus reid group,['Angus Reid Group Inc.'],1,,,,Angus Reid Group Inc.
ridge wilderness adventures,['RIDGE WILDERNESS ADVENTURES LTD'],1,,,,RIDGE WILDERNESS ADVENTURES LTD
applewood auto group,['Applewood Auto Group'],1,,,,Applewood Auto Group
triton environmental consultants,['Triton Environmental Consultants'],1,,,,Triton Environmental Consultants
aqua libra consulting,['Aqua Libra Consulting Ltd.'],1,,,,Aqua Libra Consulting Ltd.
agat laboratories,['AGAT Laboratories'],1,,,,AGAT Laboratories
laura galloway design,['Laura Galloway Design'],1,,,,Laura Galloway Design
restruction building services,['Restruction building services'],1,,,,Restruction building services
architect 57,['Architect 57 Inc.'],1,,,,Architect 57 Inc.
lead epc consultants,['Lead EPC Consultants Inc.'],1,,,,Lead EPC Consultants Inc.
arnett burgess energy services,['Arnett & Burgess Energy Services LP'],1,,,,Arnett & Burgess Energy Services LP
aerotek,['AEROTEK ULC'],1,,,,AEROTEK ULC
asi group,['ASI Group Ltd.'],1,,,,ASI Group Ltd.
lee hecht harrison knightsbridge,['LEE HECHT HARRISON KNIGHTSBRIDGE'],1,,,,LEE HECHT HARRISON KNIGHTSBRIDGE
asset performance partners,['Asset Performance Partners Inc'],1,,,,Asset Performance Partners Inc
turning point,['Turning Point'],1,,,,Turning Point
atco structures and logistics,['ATCO Structures and Logistics Ltd.'],1,,,,ATCO Structures and Logistics Ltd.
robert kaiser,['Robert Kaiser'],1,,,,Robert Kaiser
atkinsrealis canada,['AtkinsRealis Canada Inc'],1,,,,AtkinsRealis Canada Inc
kisters north america,['KISTERS North America Inc'],1,,,,KISTERS North America Inc
atlas pest wildlife control,['ATLAS PEST & WILDLIFE CONTROL LTD.'],1,,,,ATLAS PEST & WILDLIFE CONTROL LTD.
9d analytics,['9D Analytics LLC'],1,,,,9D Analytics LLC
avenue machinery,['Avenue Machinery Corporation'],1,,,,Avenue Machinery Corporation
aec solutions builterra,['AEC Solutions (BuilTerra)'],1,,,,AEC Solutions (BuilTerra)
avocette technologies,['AVOCETTE TECHNOLOGIES INC.'],1,,,,AVOCETTE TECHNOLOGIES INC.
roi research on investment,['ROI Research on Investment Inc.'],1,,,,ROI Research on Investment Inc.
lotusfdi bv,['LotusFDI B.V.'],1,,,,LotusFDI B.V.
weaver technical,['Weaver Technical Corp.'],1,,,,Weaver Technical Corp.
barclay restoration,['Barclay Restoration Ltd'],1,,,,Barclay Restoration Ltd
lucent quay consulting,['Lucent Quay Consulting Inc.'],1,,,,Lucent Quay Consulting Inc.
bc hydro,['BC Hydro'],1,,,,BC Hydro
reliant technologies solutions group,['Reliant Technologies Solutions Group Inc'],1,,,,Reliant Technologies Solutions Group Inc
mahan geophysical consulting,['Mahan Geophysical Consulting Inc.'],1,,,,Mahan Geophysical Consulting Inc.
maharg contracting,['Maharg Contracting Ltd'],1,,,,Maharg Contracting Ltd
bel contracting a division of belpacific excavating and shoring partnership by its general partner pacific blasting demolition norland,"['BEL Contracting, a Division of BelPacific Excavating and Shoring Limited Partnership by its General Partner Pacific Blasting & Demolition Ltd. (NorLand Limited)']",1,,,,"BEL Contracting, a Division of BelPacific Excavating and Shoring Limited Partnership by its General Partner Pacific Blasting & Demolition Ltd. (NorLand Limited)"
benchmark tech recruitment,['Benchmark Tech Recruitment Ltd.'],1,,,,Benchmark Tech Recruitment Ltd.
sunbury fencing and decking,['Sunbury Fencing and Decking'],1,,,,Sunbury Fencing and Decking
manufacturers automation,['Manufacturers Automation Inc.'],1,,,,Manufacturers Automation Inc.
boyden canada west,['BOYDEN CANADA (WEST) INC.'],1,,,,BOYDEN CANADA (WEST) INC.
bgd contracting,['BGD CONTRACTING LTD.'],1,,,,BGD CONTRACTING LTD.
summit valve controls,['Summit Valve & Controls'],1,,,,Summit Valve & Controls
binnie entuitive,['Binnie/Entuitive'],1,,,,Binnie/Entuitive
bollman roofing,['Bollman Roofing'],1,,,,Bollman Roofing
black dog fencing,['Black Dog Fencing Inc'],1,,,,Black Dog Fencing Inc
bluecon contracting,['BLUECON Contracting Ltd.'],1,,,,BLUECON Contracting Ltd.
blue max drilling,['Blue Max Drilling Inc.'],1,,,,Blue Max Drilling Inc.
matrikon international,['Matrikon International'],1,,,,Matrikon International
bnk ventures,['BNK Ventures Ltd.'],1,,,,BNK Ventures Ltd.
rust investments,['Rust Investments Ltd.'],1,,,,Rust Investments Ltd.
boundary electric 1985,['Boundary Electric (1985) Ltd.'],1,,,,Boundary Electric (1985) Ltd.
brandt tractor john deere construction retail sales,['Brandt Tractor Ltd. (John Deere Construction Retail Sales)'],1,,,,Brandt Tractor Ltd. (John Deere Construction Retail Sales)
brault roofing ab,['Brault Roofing (AB) Inc'],1,,,,Brault Roofing (AB) Inc
ryan ziels,['Ryan Ziels'],1,,,,Ryan Ziels
brim tractor company,['Brim Tractor Company'],1,,,,Brim Tractor Company
sunrise projects,['Sunrise Projects Ltd.'],1,,,,Sunrise Projects Ltd.
mdneild consulting services,['MDNeild Consulting Services'],1,,,,MDNeild Consulting Services
media profile,['Media Profile'],1,,,,Media Profile
brunel canada,['Brunel Canada Inc'],1,,,,Brunel Canada Inc
mariner roofing,['Mariner roofing'],1,,,,Mariner roofing
bureau veritas canada,['Bureau Veritas Canada'],1,,,,Bureau Veritas Canada
s2 architecture,['S2 Architecture'],1,,,,S2 Architecture
metro roofing sheet metals,['Metro Roofing & Sheet Metals Ltd.'],1,,,,Metro Roofing & Sheet Metals Ltd.
rsolutions distributor,['rSolutions (Distributor)'],1,,,,rSolutions (Distributor)
canadian dewatering,['Canadian Dewatering LP'],1,,,,Canadian Dewatering LP
veolia water technologies solutions canada gp,['VEOLIA WATER TECHNOLOGIES & SOLUTIONS CANADA GP'],1,,,,VEOLIA WATER TECHNOLOGIES & SOLUTIONS CANADA GP
cape construction 2001,['Cape Construction (2001) Ltd'],1,,,,Cape Construction (2001) Ltd
kiewit construction services,['Kiewit Construction Services ULC'],1,,,,Kiewit Construction Services ULC
carahsoft technologies,['Carahsoft Technologies'],1,,,,Carahsoft Technologies
salescorp,['Salescorp'],1,,,,Salescorp
carollo engineers canada,['Carollo Engineers Canada Ltd.'],1,,,,Carollo Engineers Canada Ltd.
sustema,['Sustema Inc.'],1,,,,Sustema Inc.
cascade roofing exteriors,['CASCADE ROOFING & EXTERIORS INC.'],1,,,,CASCADE ROOFING & EXTERIORS INC.
mkapoor network,['MKAPOOR NETWORK INC.'],1,,,,MKAPOOR NETWORK INC.
causeway consulting,['Causeway Consulting Inc.'],1,,,,Causeway Consulting Inc.
west auto group kia west,['West Auto Group (Kia West)'],1,,,,West Auto Group (Kia West)
cbre,['CBRE Ltd.'],1,,,,CBRE Ltd.
modus,['Modus'],1,,,,Modus
cdm smith canada,['CDM Smith Canada ULC'],1,,,,CDM Smith Canada ULC
svn architects and planners,['SvN Architects and Planners Inc.'],1,,,,SvN Architects and Planners Inc.
celco controls,['Celco Controls'],1,,,,Celco Controls
montte farms bc,['Montte Farms BC LTD.'],1,,,,Montte Farms BC LTD.
cg industrial specialties,['CG Industrial Specialties Ltd'],1,,,,CG Industrial Specialties Ltd
maple reinder,['Maple Reinder'],1,,,,Maple Reinder
morrow bioscience,['Morrow BioScience Ltd.'],1,,,,Morrow BioScience Ltd.
scaffold depot,['Scaffold Depot Ltd.'],1,,,,Scaffold Depot Ltd.
cintas canada,['CINTAS CANADA LTD'],1,,,,CINTAS CANADA LTD
bennett construction group,['Bennett Construction Group'],1,,,,Bennett Construction Group
citizencentric cons,['Citizencentric Cons'],1,,,,Citizencentric Cons
mrg live,['MRG LIVE LTD'],1,,,,MRG LIVE LTD
clean harbors,['Clean Harbors'],1,,,,Clean Harbors
mal ventures o brien bros excavating,"[""MAL Ventures (O'brien Bros Excavating)""]",1,,,,MAL Ventures (O'brien Bros Excavating)
clearway construction,['Clearway Construction Inc.'],1,,,,Clearway Construction Inc.
muni paas,['Muni PaaS Corporation'],1,,,,Muni PaaS Corporation
coastal training consultants,['COASTAL TRAINING CONSULTANTS LTD'],1,,,,COASTAL TRAINING CONSULTANTS LTD
w2 consulting,['W2 Consulting Ltd.'],1,,,,W2 Consulting Ltd.
colliers macaulay nicolls,['Colliers Macaulay Nicolls Inc.'],1,,,,Colliers Macaulay Nicolls Inc.
nac constructors,['NAC Constructors Ltd.'],1,,,,NAC Constructors Ltd.
comcor environmental,['Comcor Environmental Ltd.'],1,,,,Comcor Environmental Ltd.
bill mandher trucking,['Bill Mandher Trucking Ltd.'],1,,,,Bill Mandher Trucking Ltd.
concord parking,['CONCORD PARKING LTD'],1,,,,CONCORD PARKING LTD
national compressed air nca,['National Compressed Air (NCA) Ltd.'],1,,,,National Compressed Air (NCA) Ltd.
cooper equipment rentals,['Cooper Equipment Rentals'],1,,,,Cooper Equipment Rentals
upland agricultural consulting,['UPLAND AGRICULTURAL CONSULTING LTD'],1,,,,UPLAND AGRICULTURAL CONSULTING LTD
coriolis consulting,['Coriolis Consulting Corp.'],1,,,,Coriolis Consulting Corp.
ncs fluid handling systems,['NCS Fluid Handling Systems Inc.'],1,,,,NCS Fluid Handling Systems Inc.
corrosion service company,['Corrosion Service Company Ltd.'],1,,,,Corrosion Service Company Ltd.
target information services,['TARGET INFORMATION SERVICES LTD.'],1,,,,TARGET INFORMATION SERVICES LTD.
craven huston powers architects station one architects,['Craven Huston Powers Architects / Station One Architects'],1,,,,Craven Huston Powers Architects / Station One Architects
seyem economic development partnerships of kwantlen first nations,['SEYEM – ECONOMIC DEVELOPMENT LTD. PARTNERSHIPS OF KWANTLEN FIRST\nNATIONS'],1,,,,"SEYEM – ECONOMIC DEVELOPMENT LTD. PARTNERSHIPS OF KWANTLEN FIRST
NATIONS"
cta iberia slu,"['CTA Iberia, S.L.U.']",1,,,,"CTA Iberia, S.L.U."
seyem qwantlen resources,"[""Seyem' Qwantlen Resources LP""]",1,,,,Seyem' Qwantlen Resources LP
cushman wakefield commercial real estate services,['Cushman & Wakefield - Commercial Real Estate Services'],1,,,,Cushman & Wakefield - Commercial Real Estate Services
new rhodes construction,['New Rhodes Construction Inc.'],1,,,,New Rhodes Construction Inc.
customer service professionals network,['Customer Service Professionals Network Inc.'],1,,,,Customer Service Professionals Network Inc.
tyam excavation shoring,['TYAM EXCAVATION & SHORING LTD.'],1,,,,TYAM EXCAVATION & SHORING LTD.
da architects planners,['DA Architects + Planners'],1,,,,DA Architects + Planners
nimonik,['NIMONIK INC'],1,,,,NIMONIK INC
datum marine services,['Datum Marine Services Ltd.'],1,,,,Datum Marine Services Ltd.
teksystems canada,['TEKsystems Canada Corp'],1,,,,TEKsystems Canada Corp
day mottech,['DAY Mottech Inc.'],1,,,,DAY Mottech Inc.
