competition_number,competition_type,competition_description,awarded_date,vendor_name,awarded_amount,is_awarded,source_year,amount_missing,is_awarded_flag,amount_scope,group_award_flag,financial_kpi_eligible,awarded_amount_numeric,competition_type_standardized,vendor_name_clean
25-020,RFP,Market Intelligence Platform Subscription,30-Jul-25,"PitchBook Data, Inc",,No,2025,True,False,not_awarded,False,False,,RFP,"PitchBook Data, Inc"
25-020,RFP,Market Intelligence Platform Subscription,30-Jul-25,Moody's Analytics Inc,,No,2025,True,False,not_awarded,False,False,,RFP,Moody's Analytics Inc
25-020,RFP,Market Intelligence Platform Subscription,30-Jul-25,"AlphaSense, Inc.",,No,2025,True,False,not_awarded,False,False,,RFP,"AlphaSense, Inc."
25-408,DA,PVC Pipe Supply and Delivery for Stoney Creek Sanitary Trunk Upgrade Coquitlam Section,30-Jul-25,ICONIX WATERWORKS LIMITED PARTNERSHIP,"$365,140",Yes,2025,False,True,vendor_specific,False,True,365140.0,DA,ICONIX WATERWORKS LIMITED PARTNERSHIP
24-487,ITT,Alderwood Place – Targeted Building Envelope Renewal,31-Jul-25,WEST COAST BUILDING RESTORATION INC.,"$695,937",Yes,2025,False,True,vendor_specific,False,True,695937.0,ITT,WEST COAST BUILDING RESTORATION INC.
24-487,ITT,Alderwood Place – Targeted Building Envelope Renewal,31-Jul-25,k4 construction Ltd,,No,2025,True,False,not_awarded,False,False,,ITT,k4 construction Ltd
24-487,ITT,Alderwood Place – Targeted Building Envelope Renewal,31-Jul-25,Dura Seal Ltd,,No,2025,True,False,not_awarded,False,False,,ITT,Dura Seal Ltd
24-487,ITT,Alderwood Place – Targeted Building Envelope Renewal,31-Jul-25,RJS Construction Ltd.,,No,2025,True,False,not_awarded,False,False,,ITT,RJS Construction Ltd.
24-487,ITT,Alderwood Place – Targeted Building Envelope Renewal,31-Jul-25,Roma Building Restoration Ltd.,,No,2025,True,False,not_awarded,False,False,,ITT,Roma Building Restoration Ltd.
24-487,ITT,Alderwood Place – Targeted Building Envelope Renewal,31-Jul-25,ALL ROUND HOME IMPROVEMENTS & RESTORATIONS LTD,,No,2025,True,False,not_awarded,False,False,,ITT,ALL ROUND HOME IMPROVEMENTS & RESTORATIONS LTD
24-024,RFP,Supply and Delivery of Commodity Chemicals for Wastewater Treatment Plants - CSO,1-Aug-25,Brenntag Canada Inc.,"$1,755,000",Yes,2025,False,True,vendor_specific,False,True,1755000.0,RFP,Brenntag Canada Inc.
24-024,RFP,Supply and Delivery of Commodity Chemicals for Wastewater Treatment Plants - CSO,1-Aug-25,Univar Canada,,No,2025,True,False,not_awarded,False,False,,RFP,Univar Canada
24-024,RFP,Supply and Delivery of Commodity Chemicals for Wastewater Treatment Plants - GAC,1-Aug-25,KBL Projects Ltd.,"$860,000",Yes,2025,False,True,vendor_specific,False,True,860000.0,RFP,KBL Projects Ltd.
24-024,RFP,Supply and Delivery of Commodity Chemicals for Wastewater Treatment Plants - GAC,1-Aug-25,Univar Canada,,No,2025,True,False,not_awarded,False,False,,RFP,Univar Canada
24-434,ITT,Energy Centre Site Preparation - Waste-to-Energy Facility District Energy System Project Phase 1,1-Aug-25,Rush Contractors Group Inc,"$856,203",Yes,2025,False,True,vendor_specific,False,True,856203.0,ITT,Rush Contractors Group Inc
24-434,ITT,Energy Centre Site Preparation - Waste-to-Energy Facility District Energy System Project Phase 1,1-Aug-25,Conwest Contracting Ltd.,,No,2025,True,False,not_awarded,False,False,,ITT,Conwest Contracting Ltd.
24-434,ITT,Energy Centre Site Preparation - Waste-to-Energy Facility District Energy System Project Phase 1,1-Aug-25,B&B Contracting (2012) Ltd.,,No,2025,True,False,not_awarded,False,False,,ITT,B&B Contracting (2012) Ltd.
25-403,RFQ,Cammidge House Structural Repair,5-Aug-25,SPRUCEWOOD CONSTRUCTION LTD.,"$145,700",Yes,2025,False,True,vendor_specific,False,True,145700.0,RFQ,SPRUCEWOOD CONSTRUCTION LTD.
25-403,RFQ,Cammidge House Structural Repair,5-Aug-25,SKYLARK MANAGEMENT CORP,,No,2025,True,False,not_awarded,False,False,,RFQ,SKYLARK MANAGEMENT CORP
24-142,RFP,CONSTRUCTION MANAGEMENT FOR COQUITLAM MAIN NO. 4 (COQ4) CAPE HORN SECTION,7-Aug-25,STANTEC CONSULTING LTD.,"$9,509,536",Yes,2025,False,True,vendor_specific,False,True,9509536.0,RFP,STANTEC CONSULTING LTD.
24-142,RFP,CONSTRUCTION MANAGEMENT FOR COQUITLAM MAIN NO. 4 (COQ4) CAPE HORN SECTION,7-Aug-25,RAM Engineering Ltd,,No,2025,True,False,not_awarded,False,False,,RFP,RAM Engineering Ltd
24-142,RFP,CONSTRUCTION MANAGEMENT FOR COQUITLAM MAIN NO. 4 (COQ4) CAPE HORN SECTION,7-Aug-25,PMA Project Controls Canada ULC,,No,2025,True,False,not_awarded,False,False,,RFP,PMA Project Controls Canada ULC
25-210,RFP,Consulting Services for District Energy Business Case,11-Aug-25,Reshape Infrastructure Strategies,"$1,040,800",Yes,2025,False,True,vendor_specific,False,True,1040800.0,RFP,Reshape Infrastructure Strategies
25-210,RFP,Consulting Services for District Energy Business Case,11-Aug-25,BTY Group,,No,2025,True,False,not_awarded,False,False,,RFP,BTY Group
25-067,RFSQ,Prequalified Contract Services - Trench & Manhole Protection System Rental,13-Aug-25,Direct Equipment West Ltd.,"$2,300,000",Yes,2025,False,True,group_framework_anchor,True,True,2300000.0,RFSQ,Direct Equipment West Ltd.
25-067,RFSQ,Prequalified Contract Services - Trench & Manhole Protection System Rental,13-Aug-25,United Rental of Canada Inc.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,United Rental of Canada Inc.
25-067,RFSQ,Prequalified Contract Services - Trench & Manhole Protection System Rental,14-Aug-25,Cooper Equipment Rentals,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,Cooper Equipment Rentals
24-472,RFP,Cloverdale Sewage Pump Station – Stage 1 Upgrade Project,15-Aug-25,Drake Excavating (2016) Ltd,"$4,985,011",Yes,2025,False,True,vendor_specific,False,True,4985011.0,RFP,Drake Excavating (2016) Ltd
24-472,RFP,Cloverdale Sewage Pump Station – Stage 1 Upgrade Project,15-Aug-25,Clearway Construction Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Clearway Construction Inc.
25-0001,DA,Richmond Sewer Grease Flushing,15-Aug-25,MCRAE'S ENVIRONMENTAL SERVICES LTD.,"$95,000",Yes,2025,False,True,vendor_specific,False,True,95000.0,DA,MCRAE'S ENVIRONMENTAL SERVICES LTD.
24-307,DA,"Supply and Delivery of Material for the North Shore Wastewater Treatment Plant - 5 kV Switchgear, Motor Control Centers (MCCs), Power Distribution Centers (PDCs), Low Voltage Variable Frequency Drives (VFDs)",20-Aug-25,SCHNEIDER ELECTRIC CANADA INC.,"$27,666,861",Yes,2025,False,True,vendor_specific,False,True,27666861.0,DA,SCHNEIDER ELECTRIC CANADA INC.
24-509,RFP,"North Shore, United Boulevard and North Surrey Recycling and Waste Centres Operating and Maintenance Services Agreement",20-Aug-25,Halton Recycling Ltd. Dba Emterra Environmental,"$281,007,000",Yes,2025,False,True,vendor_specific,False,True,281007000.0,RFP,Halton Recycling Ltd. Dba Emterra Environmental
24-509,RFP,"North Shore, United Boulevard and North Surrey Recycling and Waste Centres Operating and Maintenance Services Agreement",20-Aug-25,GFL Environmental Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,GFL Environmental Inc.
24-509,RFP,"North Shore, United Boulevard and North Surrey Recycling and Waste Centres Operating and Maintenance Services Agreement",20-Aug-25,Miller Waste Systems Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Miller Waste Systems Inc.
25-320,RFP,Cleveland Dam Riprap Risk Assessment,22-Aug-25,WSP CANADA INC,"$100,000",Yes,2025,False,True,vendor_specific,False,True,100000.0,RFP,WSP CANADA INC
24-358,DA,Supply and Delivery of Material for the North Shore Wastewater Treatment Plant - Magnetic Flow Meters,26-Aug-25,E.B. Horsman and Son Ltd.,"$483,682",Yes,2025,False,True,vendor_specific,False,True,483682.0,DA,E.B. Horsman and Son Ltd.
23-442,DA,"Supply and Delivery of Material for the North Shore Wastewater Treatment Plant - Chain & Flights, Digester Mixing System, Launders",26-Aug-25,Evoqua Water Technologies Canada Ltd.,"$13,091,409",Yes,2025,False,True,vendor_specific,False,True,13091409.0,DA,Evoqua Water Technologies Canada Ltd.
24-498,ITT,Construction of Iona Island Wastewater Treatment Plant Biosolids Storage Facility,28-Aug-25,Jacob Bros. Construction Inc.,"$1,034,350",Yes,2025,False,True,vendor_specific,False,True,1034350.0,ITT,Jacob Bros. Construction Inc.
24-498,ITT,Construction of Iona Island Wastewater Treatment Plant Biosolids Storage Facility,28-Aug-25,Chandos Construction LP,,No,2025,True,False,not_awarded,False,False,,ITT,Chandos Construction LP
24-498,ITT,Construction of Iona Island Wastewater Treatment Plant Biosolids Storage Facility,28-Aug-25,"Pomerleau, Inc.",,No,2025,True,False,not_awarded,False,False,,ITT,"Pomerleau, Inc."
24-498,ITT,Construction of Iona Island Wastewater Treatment Plant Biosolids Storage Facility,28-Aug-25,Graham Infrastructure LP,,No,2025,True,False,not_awarded,False,False,,ITT,Graham Infrastructure LP
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,PRISMATIC DATA SOLUTIONS INC.,"$211,580",Yes,2025,False,True,vendor_specific,False,True,211580.0,RFP,PRISMATIC DATA SOLUTIONS INC.
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,OpenText Corporation,,No,2025,True,False,not_awarded,False,False,,RFP,OpenText Corporation
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,Sodales Solutions Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Sodales Solutions Inc.
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,NeoSystems Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,NeoSystems Inc.
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,Veoci,,No,2025,True,False,not_awarded,False,False,,RFP,Veoci
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,Workiy Inc,,No,2025,True,False,not_awarded,False,False,,RFP,Workiy Inc
24-271,RFP,Incident Reporting and Investigation System,1-Sep-25,Dominic Systems Limited,,No,2025,True,False,not_awarded,False,False,,RFP,Dominic Systems Limited
24-145,RFP,Construction Services for the Westridge Sewer Upgrade,3-Sep-25,"BEL Contracting, a Division of BelPacific Excavating and Shoring Limited Partnership by its General Partner Pacific Blasting & Demolition Ltd. (NorLand Limited)","$17,488,656",Yes,2025,False,True,vendor_specific,False,True,17488656.0,RFP,"BEL Contracting, a Division of BelPacific Excavating and Shoring Limited Partnership by its General Partner Pacific Blasting & Demolition Ltd. (NorLand Limited)"
24-145,RFP,Construction Services for the Westridge Sewer Upgrade,3-Sep-25,Clearway Construction Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Clearway Construction Inc.
24-145,RFP,Construction Services for the Westridge Sewer Upgrade,3-Sep-25,Drake Excavating (2016) Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Drake Excavating (2016) Ltd.
25-295,RFP,Supply and Installation of Operator Consoles,3-Sep-25,Tresco Industries Ltd,"$121,851",Yes,2025,False,True,vendor_specific,False,True,121851.0,RFP,Tresco Industries Ltd
25-295,RFP,Supply and Installation of Operator Consoles,3-Sep-25,ABB Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,ABB Inc.
25-295,RFP,Supply and Installation of Operator Consoles,3-Sep-25,Sustema Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Sustema Inc.
25-295,RFP,Supply and Installation of Operator Consoles,3-Sep-25,Adaptaspace Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Adaptaspace Inc.
25-413,DA,Chemical Analysis of Raw Sewerage and Water Samples,3-Sep-25,Beta Analytic LLC,"$89,625",Yes,2025,False,True,vendor_specific,False,True,89625.0,DA,Beta Analytic LLC
25-265,ITT,Construction of Pine Ridge Bridge in Kanaka Creek Regional Park,11-Sep-25,Coquitlam Ridge Constructors Ltd.,"$827,383",Yes,2025,False,True,vendor_specific,False,True,827383.0,ITT,Coquitlam Ridge Constructors Ltd.
25-265,ITT,Construction of Pine Ridge Bridge in Kanaka Creek Regional Park,11-Sep-25,Surespan Construction Ltd.,,No,2025,True,False,not_awarded,False,False,,ITT,Surespan Construction Ltd.
25-265,ITT,Construction of Pine Ridge Bridge in Kanaka Creek Regional Park,11-Sep-25,Cutting Edge Consulting,,No,2025,True,False,not_awarded,False,False,,ITT,Cutting Edge Consulting
24-190,RFP,Water Instrumentation Installation Project Construction Phase 1,11-Sep-25,JA Electric Inc.,"$1,152,751",Yes,2025,False,True,vendor_specific,False,True,1152751.0,RFP,JA Electric Inc.
25-198,RFP,Tennis Court Replacement in Boundary Bay Regional Park,12-Sep-25,Action Holdings Ltd. O/A Custom Blacktop Co.,"$287,627",Yes,2025,False,True,vendor_specific,False,True,287627.0,RFP,Action Holdings Ltd. O/A Custom Blacktop Co.
25-198,RFP,Tennis Court Replacement in Boundary Bay Regional Park,12-Sep-25,Cedar Crest Lands (BC) Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Cedar Crest Lands (BC) Ltd.
25-198,RFP,Tennis Court Replacement in Boundary Bay Regional Park,12-Sep-25,Streamline Fencing Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Streamline Fencing Ltd.
24-541,RFP,Consulting Engineering Services for Preliminary Design of the Burnaby Mountain Tank No. 2 and No. 3,15-Sep-25,WSP Canada Inc.,"$1,354,288",Yes,2025,False,True,vendor_specific,False,True,1354288.0,RFP,WSP Canada Inc.
24-541,RFP,Consulting Engineering Services for Preliminary Design of the Burnaby Mountain Tank No. 2 and No. 3,15-Sep-25,Stantec Consulting Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Stantec Consulting Ltd.
23-213,RFP,Service Request Solution,15-Sep-25,LOGITEK TECHNOLOGY LTD,"$2,780,871",Yes,2025,False,True,vendor_specific,False,True,2780871.0,RFP,LOGITEK TECHNOLOGY LTD
23-213,RFP,Service Request Solution,15-Sep-25,KPMG LLP,,No,2025,True,False,not_awarded,False,False,,RFP,KPMG LLP
23-213,RFP,Service Request Solution,15-Sep-25,Catalyst Consulting Group,,No,2025,True,False,not_awarded,False,False,,RFP,Catalyst Consulting Group
23-213,RFP,Service Request Solution,15-Sep-25,Deloitte,,No,2025,True,False,not_awarded,False,False,,RFP,Deloitte
23-213,RFP,Service Request Solution,15-Sep-25,Muni PaaS Corporation,,No,2025,True,False,not_awarded,False,False,,RFP,Muni PaaS Corporation
25-367,DA,MRI Software Maintenance Renewal,16-Sep-25,MRI SOFTWARE LLC,"$77,754",Yes,2025,False,True,vendor_specific,False,True,77754.0,DA,MRI SOFTWARE LLC
25-066,RFSQ,Prequalify Construction Hauling Services,16-Sep-25,TYAM EXCAVATION & SHORING LTD.,"$6,700,000",Yes,2025,False,True,group_framework_anchor,True,True,6700000.0,RFSQ,TYAM EXCAVATION & SHORING LTD.
25-066,RFSQ,Prequalify Construction Hauling Services,19-Sep-25,S. Sidhu Trucking Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,S. Sidhu Trucking Ltd.
25-066,RFSQ,Prequalify Construction Hauling Services,23-Sep-25,P. Sekhon Trucking Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,P. Sekhon Trucking Ltd.
25-066,RFSQ,Prequalify Construction Hauling Services,17-Sep-25,Par Bhullar Trucking Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,Par Bhullar Trucking Ltd.
25-066,RFSQ,Prequalify Construction Hauling Services,24-Sep-25,G&R Singh & Son Trucking Ltd.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,G&R Singh & Son Trucking Ltd.
25-066,RFSQ,Prequalifed Contractors for Hauling Services,24-Sep-25,GS Bhullar Trucking,,No,2025,True,False,not_awarded,False,False,,RFSQ,GS Bhullar Trucking
25-066,RFSQ,Prequalifed Contractors for Hauling Services,24-Sep-25,Bill Mandher Trucking Ltd.,,No,2025,True,False,not_awarded,False,False,,RFSQ,Bill Mandher Trucking Ltd.
25-066,RFSQ,Prequalifed Contractors for Hauling Services,24-Sep-25,Headwater Management Ltd.,,No,2025,True,False,not_awarded,False,False,,RFSQ,Headwater Management Ltd.
25-066,RFSQ,Prequalifed Contractors for Hauling Services,24-Sep-25,Sancat Excavating Ltd.,,No,2025,True,False,not_awarded,False,False,,RFSQ,Sancat Excavating Ltd.
25-066,RFSQ,Prequalifed Contractors for Hauling Services,24-Sep-25,Sekhon Bros Trucking Ltd.,,No,2025,True,False,not_awarded,False,False,,RFSQ,Sekhon Bros Trucking Ltd.
25-066,RFSQ,Prequalifed Contractors for Hauling Services,24-Sep-25,T Sekhon Trucking Ltd.,,No,2025,True,False,not_awarded,False,False,,RFSQ,T Sekhon Trucking Ltd.
25-521,DA,Unattended Terminal Replacement,17-Sep-25,METTLER-TOLEDO INC.,"$696,653",Yes,2025,False,True,vendor_specific,False,True,696653.0,DA,METTLER-TOLEDO INC.
25-576,DA,Mixed Waste Station Strainer Replacement at Annacis Island WWTP,17-Sep-25,PUREWORLD SOLUTIONS INC.,"$132,235",Yes,2025,False,True,vendor_specific,False,True,132235.0,DA,PUREWORLD SOLUTIONS INC.
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR CAMBIE – RICHMOND AND PITT RIVER WATER SUPPLY TUNNELS,19-Sep-25,Ideaspace Consulting Inc,"$600,000",Yes,2025,False,True,vendor_specific,False,True,600000.0,RFP,Ideaspace Consulting Inc
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,Lucent Quay Consulting Inc.,"$288,000",Yes,2025,False,True,vendor_specific,False,True,288000.0,RFP,Lucent Quay Consulting Inc.
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,Arcadis Professional Services (Canada) Inc,,No,2025,True,False,not_awarded,False,False,,RFP,Arcadis Professional Services (Canada) Inc
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,BelieveCo Partners Ltd,,No,2025,True,False,not_awarded,False,False,,RFP,BelieveCo Partners Ltd
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,GHD Limited,,No,2025,True,False,not_awarded,False,False,,RFP,GHD Limited
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,Happy City,,No,2025,True,False,not_awarded,False,False,,RFP,Happy City
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,Media Profile,,No,2025,True,False,not_awarded,False,False,,RFP,Media Profile
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,SITE Marketing Partners Inc,,No,2025,True,False,not_awarded,False,False,,RFP,SITE Marketing Partners Inc
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,SMRT Solution Consulting Inc,,No,2025,True,False,not_awarded,False,False,,RFP,SMRT Solution Consulting Inc
24-544,RFP,COMMUNICATIONS AND ENGAGEMENT SERVICES FOR LULU – DELTA WATER SUPPLY TUNNEL,19-Sep-25,Spur Communication Inc,,No,2025,True,False,not_awarded,False,False,,RFP,Spur Communication Inc
25-375,DA,Opentext Maintenance Renewal,19-Sep-25,OPEN TEXT CORPORATION,"$921,112",Yes,2025,False,True,vendor_specific,False,True,921112.0,DA,OPEN TEXT CORPORATION
25-176,RFP,Cariboo Dam Public Safety Risk Assessment,22-Sep-25,AECOM Canada ULC,"$139,041",Yes,2025,False,True,vendor_specific,False,True,139041.0,RFP,AECOM Canada ULC
25-176,RFP,Cariboo Dam Public Safety Risk Assessment,22-Sep-25,Atkins Realis Canada,,No,2025,True,False,not_awarded,False,False,,RFP,Atkins Realis Canada
25-176,RFP,Cariboo Dam Public Safety Risk Assessment,22-Sep-25,Hatch Ltd.,,No,2025,True,False,not_awarded,False,False,,RFP,Hatch Ltd.
25-176,RFP,Cariboo Dam Public Safety Risk Assessment,22-Sep-25,Revelstoke Design Services,,No,2025,True,False,not_awarded,False,False,,RFP,Revelstoke Design Services
25-585,RFP,Scum System Upgrade Service Contract at ANIWWTP,22-Sep-25,GIFFEN CONSULTING LTD.,"$114,161",Yes,2025,False,True,vendor_specific,False,True,114161.0,RFP,GIFFEN CONSULTING LTD.
25-585,RFP,Scum System Upgrade Service Contract at ANIWWTP,22-Sep-25,NORDA STELO INC,,No,2025,True,False,not_awarded,False,False,,RFP,NORDA STELO INC
25-585,RFP,Scum System Upgrade Service Contract at ANIWWTP,22-Sep-25,A.H. LUNDBERG SYSTEMS LIMITED,,No,2025,True,False,not_awarded,False,False,,RFP,A.H. LUNDBERG SYSTEMS LIMITED
25-034,DA,Contingency Disposal Intermodal Container Storage,22-Sep-25,OLYMPIA TRANSPORTATION LTD,"$430,000",Yes,2025,False,True,vendor_specific,False,True,430000.0,DA,OLYMPIA TRANSPORTATION LTD
24-287,RFP,Iona Island Wastewater Treatment Plant (IIWWTP) Influent Pump System Drive Remediation,25-Sep-25,Ross Morrison Electrical Ltd.,"$1,885,745",Yes,2025,False,True,vendor_specific,False,True,1885745.0,RFP,Ross Morrison Electrical Ltd.
24-287,RFP,Iona Island Wastewater Treatment Plant (IIWWTP) Influent Pump System Drive Remediation,25-Sep-25,Uptime Industrial Inc.,,No,2025,True,False,not_awarded,False,False,,RFP,Uptime Industrial Inc.
25-139,RFP,Consulting Engineering Services for Jervis and Harbor Pump Station Suction Piping Replacement,26-Sep-25,Stantec Consulting Ltd.,"$481,591",Yes,2025,False,True,vendor_specific,False,True,481591.0,RFP,Stantec Consulting Ltd.
25-139,RFP,Consulting Engineering Services for Jervis and Harbor Pump Station Suction Piping Replacement,26-Sep-25,WSP Canada Inc,,No,2025,True,False,not_awarded,False,False,,RFP,WSP Canada Inc
25-306,RFQ,Construction of Seymour Main No. 2 Culvert Repairs,26-Sep-25,NORTH CONSTRUCTION LTD,"$97,900",Yes,2025,False,True,vendor_specific,False,True,97900.0,RFQ,NORTH CONSTRUCTION LTD
25-306,RFQ,Construction of Seymour Main No. 2 Culvert Repairs,26-Sep-25,Gravity Construction Inc.,,No,2025,True,False,not_awarded,False,False,,RFQ,Gravity Construction Inc.
25-202,DA,Esri Enterprise Agreement,26-Sep-25,ESRI CANADA LIMITED,"$3,176,660",Yes,2025,False,True,vendor_specific,False,True,3176660.0,DA,ESRI CANADA LIMITED
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,R.D.M. ENTERPRISES LTD,"$7,077,000",Yes,2025,False,True,group_framework_anchor,True,True,7077000.0,RFSQ,R.D.M. ENTERPRISES LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,TYAM EXCAVATION & SHORING LTD.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,TYAM EXCAVATION & SHORING LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,NORTH CONSTRUCTION LTD,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,NORTH CONSTRUCTION LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,REN EX EARTHWORKS,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,REN EX EARTHWORKS
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,GRP CONSTRUCTION LTD.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,GRP CONSTRUCTION LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,HEADWATER MANAGEMENT LTD,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,HEADWATER MANAGEMENT LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,NORLANG CONTRACTING LTD.,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,NORLANG CONTRACTING LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,VANPORT ENTERPRISES LTD,,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,VANPORT ENTERPRISES LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,MAL Ventures (O'brien Bros Excavating),,Yes,2025,True,True,group_framework_member,True,False,,RFSQ,MAL Ventures (O'brien Bros Excavating)
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,G.S. BHULLAR TRUCKING,,No,2025,True,False,not_awarded,False,False,,RFSQ,G.S. BHULLAR TRUCKING
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,360 SITE SERVICES LTD,,No,2025,True,False,not_awarded,False,False,,RFSQ,360 SITE SERVICES LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,EAGLE WEST CRANE & RIGGING,,No,2025,True,False,not_awarded,False,False,,RFSQ,EAGLE WEST CRANE & RIGGING
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,GEAR EQUIPMENT INC.,,No,2025,True,False,not_awarded,False,False,,RFSQ,GEAR EQUIPMENT INC.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,MCRAE'S ENVIRONMENTAL SERVICES LTD.,,No,2025,True,False,not_awarded,False,False,,RFSQ,MCRAE'S ENVIRONMENTAL SERVICES LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,PHOENIX TRUCK & CRANE LTD.,,No,2025,True,False,not_awarded,False,False,,RFSQ,PHOENIX TRUCK & CRANE LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,SUPERIOR CITY SERVICES LTD.,,No,2025,True,False,not_awarded,False,False,,RFSQ,SUPERIOR CITY SERVICES LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,BLACKBEAR EXCAVATING LTD,,No,2025,True,False,not_awarded,False,False,,RFSQ,BLACKBEAR EXCAVATING LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,CONCORD EXCAVATING & CONTRACTING LTD.,,No,2025,True,False,not_awarded,False,False,,RFSQ,CONCORD EXCAVATING & CONTRACTING LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,GEORGE BUBAS MOTORS LTD,,No,2025,True,False,not_awarded,False,False,,RFSQ,GEORGE BUBAS MOTORS LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,HORSESHOE STAR HOLDING LTD.,,No,2025,True,False,not_awarded,False,False,,RFSQ,HORSESHOE STAR HOLDING LTD.
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,SANCAT EXCAVATING LTD,,No,2025,True,False,not_awarded,False,False,,RFSQ,SANCAT EXCAVATING LTD
25-065,RFSQ,Prequalified Services for Hired Heavy Equipment with Operator,29-Sep-25,Super Save Group of Companies,,No,2025,True,False,not_awarded,False,False,,RFSQ,Super Save Group of Companies
