competition_number,competition_type,competition_description,awarded_date,vendor_name,awarded_amount,is_awarded,source_year,amount_missing,is_awarded_flag,amount_scope,group_award_flag,financial_kpi_eligible,awarded_amount_numeric,competition_type_standardized,vendor_name_clean
22-186,RFP,Municipal Solid Waste Contingency Disposal Services,2023-07-10,GFL Environmental Inc.,"$ 43,030,000.00",Yes,2023,False,True,vendor_specific,False,True,43030000.0,RFP,GFL Environmental Inc.
22-357,RFP,Consulting Engineering Services for Outfall Rehabilitation at Iona Island Wastewater Treatment Plant,2023-07-10,CDM Smith Canada ULC,"$ 2,589,609.00",Yes,2023,False,True,vendor_specific,False,True,2589609.0,RFP,CDM Smith Canada ULC
22-357,RFP,Consulting Engineering Services for Outfall Rehabilitation at Iona Island Wastewater Treatment Plant,2023-07-10,WSP Canada Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,WSP Canada Inc.
22-402,RFP,Consulting Engineering Services for the New Westminster Interceptor West Branch (NWW) and Columbia Extension (NWX) Rehabilitation Project,2023-07-10,Jacobs Consultancy Canada Inc.,"$ 967,647.00",Yes,2023,False,True,vendor_specific,False,True,967647.0,RFP,Jacobs Consultancy Canada Inc.
22-402,RFP,Consulting Engineering Services for the New Westminster Interceptor West Branch (NWW) and Columbia Extension (NWX) Rehabilitation Project,2023-07-10,Stantec Consulting Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Stantec Consulting Ltd.
22-482,RFP,Engineering and Construction Administration Services - Recycling Depots at the Langley and North Surrey Recycling and Waste Centers,2023-07-10,Morrison Hershfield Limited,"$ 1,808,435.00",Yes,2023,False,True,vendor_specific,False,True,1808435.0,RFP,Morrison Hershfield Limited
22-482,RFP,Engineering and Construction Administration Services - Recycling Depots at the Langley and North Surrey Recycling and Waste Centers,2023-07-10,HDR Corporation,,No,2023,True,False,not_awarded,False,False,,RFP,HDR Corporation
22-482,RFP,Engineering and Construction Administration Services - Recycling Depots at the Langley and North Surrey Recycling and Waste Centers,2023-07-10,GHD Limited,,No,2023,True,False,not_awarded,False,False,,RFP,GHD Limited
23-145,ITT,Contractor for Flooring Replacement,2023-07-12,Tip Top Carpets Ltd,"$ 122,171.42",Yes,2023,False,True,vendor_specific,False,True,122171.42,ITT,Tip Top Carpets Ltd
23-145,ITT,Contractor for Flooring Replacement,2023-07-12,Bestway Flooring,,No,2023,True,False,not_awarded,False,False,,ITT,Bestway Flooring
23-145,ITT,Contractor for Flooring Replacement,2023-07-12,Emin’s Renovation,,No,2023,True,False,not_awarded,False,False,,ITT,Emin’s Renovation
23-145,ITT,Contractor for Flooring Replacement,2023-07-12,Vancouver Mobile Flooring,,No,2023,True,False,not_awarded,False,False,,ITT,Vancouver Mobile Flooring
23-170,RFP,Marine Sediment Effects Surveys – Evaluation of Program Frequency Reduction,2023-07-17,LGL Limited,"$ 105,810.00",Yes,2023,False,True,vendor_specific,False,True,105810.0,RFP,LGL Limited
23-170,RFP,Marine Sediment Effects Surveys – Evaluation of Program Frequency Reduction,2023-07-17,GreatPacific Consutling Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,GreatPacific Consutling Ltd
23-170,RFP,Marine Sediment Effects Surveys – Evaluation of Program Frequency Reduction,2023-07-17,Dynamic Ocean Consulting Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,Dynamic Ocean Consulting Ltd
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Nations First Contracting,"$ 282,765.00",Yes,2023,False,True,vendor_specific,False,True,282765.0,ITT,Nations First Contracting
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Capital Green Landscapes Ltd,,No,2023,True,False,not_awarded,False,False,,ITT,Capital Green Landscapes Ltd
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Howard Wilson Construction Ltd.,,No,2023,True,False,not_awarded,False,False,,ITT,Howard Wilson Construction Ltd.
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,New Rhodes Construction Inc.,,No,2023,True,False,not_awarded,False,False,,ITT,New Rhodes Construction Inc.
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Valleyside Contracting Services,,No,2023,True,False,not_awarded,False,False,,ITT,Valleyside Contracting Services
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,JS FERGUSON CONSTRUCTION INC,,No,2023,True,False,not_awarded,False,False,,ITT,JS FERGUSON CONSTRUCTION INC
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Skylark Management Corp.,,No,2023,True,False,not_awarded,False,False,,ITT,Skylark Management Corp.
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Roberds Excavating Ltd,,No,2023,True,False,not_awarded,False,False,,ITT,Roberds Excavating Ltd
23-179,ITT,Construction Services for Perimeter Trail - Segment C,2023-07-18,Graywood Construction Ltd,,No,2023,True,False,not_awarded,False,False,,ITT,Graywood Construction Ltd
23-093,RFP,Cleveland Dam Safety Review,2023-07-21,Hatch Inc.,"$ 116,655.00",Yes,2023,False,True,vendor_specific,False,True,116655.0,RFP,Hatch Inc.
23-093,RFP,Cleveland Dam Safety Review,2023-07-21,Kontzamanis Graumann Smith MacMillan Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,Kontzamanis Graumann Smith MacMillan Inc.
23-093,RFP,Cleveland Dam Safety Review,2023-07-21,WSP Canada Inc.,,No,2023,True,False,not_awarded,False,False,,RFP,WSP Canada Inc.
23-093,RFP,Cleveland Dam Safety Review,2023-07-21,Stantec Consulting Ltd.,,No,2023,True,False,not_awarded,False,False,,RFP,Stantec Consulting Ltd.
23-154,ITT,Cammidge House Reroofing,2023-07-21,Penfolds Roofing Inc.,"$ 91,625.00",Yes,2023,False,True,vendor_specific,False,True,91625.0,ITT,Penfolds Roofing Inc.
23-154,ITT,Cammidge House Reroofing,2023-07-21,Absolute Roof Solutions Inc.,,No,2023,True,False,not_awarded,False,False,,ITT,Absolute Roof Solutions Inc.
23-154,ITT,Cammidge House Reroofing,2023-07-21,BOLLMAN ROOFING & SHEET METAL LTD,,No,2023,True,False,not_awarded,False,False,,ITT,BOLLMAN ROOFING & SHEET METAL LTD
23-154,ITT,Cammidge House Reroofing,2023-07-21,Langley Roofing Co. Ltd,,No,2023,True,False,not_awarded,False,False,,ITT,Langley Roofing Co. Ltd
23-115,RFP,Consulting Services for Cloverdale Pump Station Stage 1 Upgrade Project,2023-07-25,Kerr Wood Leidal Associates Ltd.,"$ 214,610.00",Yes,2023,False,True,vendor_specific,False,True,214610.0,RFP,Kerr Wood Leidal Associates Ltd.
23-115,RFP,Consulting Services for Cloverdale Pump Station Stage 1 Upgrade Project,2023-07-25,AECOM Canada Ltd,,No,2023,True,False,not_awarded,False,False,,RFP,AECOM Canada Ltd
23-115,RFP,Consulting Services for Cloverdale Pump Station Stage 1 Upgrade Project,2023-07-25,Parsons Inc,,No,2023,True,False,not_awarded,False,False,,RFP,Parsons Inc
